Date	NumArticles	Counts	Themes	Locations	Persons	Organizations	ToneData	CAMEOEvents	Sources	SourceURLs
20170214	1		WB_2931_IRON;WB_507_ENERGY_AND_EXTRACTIVES;WB_895_MINING_SYSTEMS;WB_1699_METAL_ORE_MINING;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_PRINCIPAL;TAX_DISEASE;TAX_DISEASE_ANTICIPATION;SCIENCE;WB_2416_INTERNET_OF_THINGS;WB_2399_ICT_INNOVATION_AND_TRANSFORMATION;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;AGRICULTURE;WB_435_AGRICULTURE_AND_FOOD_SECURITY;WB_177_ANIMAL_PRODUCTION;WB_1949_CLIMATE_SMART_AGRICULTURE;WB_678_DIGITAL_GOVERNMENT;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;EDUCATION;TAX_FNCACT_PROFESSOR;UNGP_FORESTS_RIVERS_OCEANS;TAX_ECON_PRICE;TAX_FNCACT_STUDENT;TAX_FNCACT_DESIGNER;TAX_FNCACT_SCIENTIST;TAX_WORLDFISH;TAX_WORLDFISH_SLEEPER;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;TAX_FNCACT_RESEARCHER;TAX_RELIGION;TAX_RELIGION_CATHOLIC;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;	1#Belgium#BE#BE#50.8333#4#BE;4#Leuven, Region Flamande, Belgium#BE#BE13#50.8793#4.69905#-1963947;1#Taiwan#TW#TW#23.5#121#TW	anantha chandrakasan;marian verhelst;michael price	quanta computer;artificial intelligence laboratory;analog devices;taiwan semiconductor manufacturing company university shuttle program;international solid;catholic university of leuven	-0.372093023255814,1.76744186046512,2.13953488372093,3.90697674418605,22.046511627907,0.186046511627907		eedesignit.com	http://www.eedesignit.com/14862-2now-were-talking/
20170214	1		TAX_FNCACT;TAX_FNCACT_CHIEF;SCIENCE;WB_2416_INTERNET_OF_THINGS;WB_2399_ICT_INNOVATION_AND_TRANSFORMATION;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;AGRICULTURE;WB_435_AGRICULTURE_AND_FOOD_SECURITY;WB_177_ANIMAL_PRODUCTION;WB_1949_CLIMATE_SMART_AGRICULTURE;WB_678_DIGITAL_GOVERNMENT;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;UNGP_FORESTS_RIVERS_OCEANS;EDUCATION;TAX_FNCACT_PROFESSOR;TAX_ECON_PRICE;TAX_FNCACT_STUDENT;TAX_FNCACT_DESIGNER;TAX_FNCACT_SCIENTIST;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;USPEC_UNCERTAINTY1;TAX_RELIGION;TAX_RELIGION_CATHOLIC;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;	1#Taiwan#TW#TW#23.5#121#TW	anantha chandrakasan;marian verhelst;michael price	quanta computer;artificial intelligence laboratory;mit team;analog devices;taiwan semiconductor manufacturing company university shuttle program;international solid;catholic university of leuven	0.649350649350649,2.04081632653061,1.39146567717996,3.43228200371058,22.5417439703154,0.185528756957328	627459475,627460676,627460685,627460720	azorobotics.com	http://www.azorobotics.com/News.aspx?newsID=8983
20170214	1		TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_PRINCIPAL;TAX_DISEASE;TAX_DISEASE_ANTICIPATION;SCIENCE;WB_2416_INTERNET_OF_THINGS;WB_2399_ICT_INNOVATION_AND_TRANSFORMATION;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;AGRICULTURE;WB_435_AGRICULTURE_AND_FOOD_SECURITY;WB_177_ANIMAL_PRODUCTION;WB_1949_CLIMATE_SMART_AGRICULTURE;WB_678_DIGITAL_GOVERNMENT;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;EDUCATION;TAX_FNCACT_PROFESSOR;UNGP_FORESTS_RIVERS_OCEANS;TAX_ECON_PRICE;TAX_FNCACT_STUDENT;TAX_FNCACT_DESIGNER;TAX_FNCACT_SCIENTIST;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;TAX_FNCACT_RESEARCHER;TAX_RELIGION;TAX_RELIGION_CATHOLIC;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;EPU_CATS_REGULATION;	1#Belgium#BE#BE#50.8333#4#BE;4#Leuven, Region Flamande, Belgium#BE#BE13#50.8793#4.69905#-1963947;1#Taiwan#TW#TW#23.5#121#TW	anantha chandrakasan;marian verhelst;michael price	quanta computer;artificial intelligence laboratory;analog devices;taiwan semiconductor manufacturing company university shuttle program;international solid;catholic university of leuven	-0.0929368029739777,1.85873605947955,1.95167286245353,3.81040892193309,21.6542750929368,0.185873605947955	627486540,627486541	iconnect007.com	http://ein.iconnect007.com/index.php/article/102661/voice-control-everywhere/102664/
20170215	1		SCIENCE;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_PRINCIPAL;TAX_DISEASE;TAX_DISEASE_ANTICIPATION;WB_2416_INTERNET_OF_THINGS;WB_2399_ICT_INNOVATION_AND_TRANSFORMATION;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;AGRICULTURE;WB_435_AGRICULTURE_AND_FOOD_SECURITY;WB_177_ANIMAL_PRODUCTION;WB_1949_CLIMATE_SMART_AGRICULTURE;WB_678_DIGITAL_GOVERNMENT;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;EDUCATION;TAX_FNCACT_PROFESSOR;UNGP_FORESTS_RIVERS_OCEANS;TAX_ECON_PRICE;TAX_FNCACT_STUDENT;TAX_FNCACT_DESIGNER;TAX_FNCACT_SCIENTIST;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;TAX_FNCACT_RESEARCHER;TAX_RELIGION;TAX_RELIGION_CATHOLIC;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;	1#Belgium#BE#BE#50.8333#4#BE;4#Leuven, Region Flamande, Belgium#BE#BE13#50.8793#4.69905#-1963947;1#Taiwan#TW#TW#23.5#121#TW	anantha chandrakasan;marian verhelst;michael price	quanta computer;artificial intelligence laboratory;analog devices;taiwan semiconductor manufacturing company university shuttle program;international solid;catholic university of leuven	-0.0925925925925923,1.75925925925926,1.85185185185185,3.61111111111111,22.2222222222222,0.185185185185185	627654575,627654576	deccanchronicle.com	http://www.deccanchronicle.com/technology/in-other-news/150217/low-power-chip-to-bring-speech-recognition-in-all-devices.html
20170215	1			2#Colorado, United States#US#USCO#39.0646#-105.327#CO;1#United States#US#US#38#-97#US;1#China#CH#CH#35#105#CH;2#Georgia, United States#US#USGA#32.9866#-83.6487#GA;3#Denver, Colorado, United States#US#USCO#39.7392#-104.985#201738;3#Atlanta, Georgia, United States#US#USGA#33.749#-84.388#351615	sachin garg	google;baidu inc;intel corporation;industry aerospace defense;watson health;ibm;truven health analytics;nvidia;microsoft corporation;it telecom;semiconductor industry artificial;united states;google inc;semiconductor industry artificial intelligence market;weather company;uber technologies inc	1.62664601084431,2.9434546862897,1.31680867544539,4.26026336173509,16.1115414407436,0.464756003098373	627819074	tmcnet.com	http://www.tmcnet.com/usubmit/2017/02/15/8496534.htm
20170216	1		TAX_FNCACT;TAX_FNCACT_ASSISTANT;	1#United States#US#US#38#-97#US;1#China#CH#CH#35#105#CH	dave schubmehl;tim tuttle	google;os app;comscore;united states;microsoft;consumer intelligence research partners;facebook;artificial intelligence lab	3.78486055776892,4.58167330677291,0.796812749003984,5.37848605577689,23.5059760956175,0.298804780876494	627952949,627977313,628078256	itproportal.com	http://www.itproportal.com/features/next-gen-conversational-ai-opens-doors-for-enterprise-integrations/
20170216	2		SCIENCE;TAX_FNCACT;TAX_FNCACT_CORRESPONDENT;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;MEDIA_MSM;TAX_ETHNICITY_POLE;TAX_FNCACT_LEADER;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_MASSACHUSETTS;TAX_DISEASE;TAX_DISEASE_STROKE;TAX_WORLDFISH;TAX_WORLDFISH_FISH;MOVEMENT_GENERAL;WB_137_WATER;UNGP_FORESTS_RIVERS_OCEANS;	3#Boston, Massachusetts, United States#US#USMA#42.3584#-71.0598#617565;3#Westford, Massachusetts, United States#US#USMA#42.5793#-71.4378#611301;1#Chile#CI#CI#-30#-71#CI;4#Cambridge, Cambridgeshire, United Kingdom#UK#UKC3#52.2#0.116667#-2591658;2#Massachusetts, United States#US#USMA#42.2373#-71.5314#MA;2#Hawaii, United States#US#USHI#21.1098#-157.531#HI	sheperd doeleman;katie bouman	artificial intelligence laboratory;harvard-smithsonian center	-0.406091370558376,2.43654822335025,2.84263959390863,5.27918781725888,26.0913705583756,1.6243654822335		bbc.co.uk;bbc.com	http://www.bbc.co.uk/news/science-environment-38937141<UDIV>http://www.bbc.com/news/science-environment-38937141
20170216	1		TECH_AUTOMATION;TAX_ECON_PRICE;LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMANS;MEDIA_MSM;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;EPU_ECONOMY_HISTORIC;TAX_FNCACT_PRODUCER;TAX_FNCACT_PRINCE;TAX_FNCACT_SHAMAN;TAX_FNCACT_KING;TAX_WORLDMAMMALS_HUMAN;TAX_ETHNICITY;TAX_ETHNICITY_DUTCH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_DUTCH;TAX_FNCACT_PAINTER;TAX_ETHNICITY_JAPANESE;TAX_WORLDLANGUAGES_JAPANESE;WB_856_WAGES;WB_1654_ACTIVE_LABOR_MARKET_POLICIES;WB_855_LABOR_MARKETS;WB_697_SOCIAL_PROTECTION_AND_LABOR;UNSAFE_WORK_ENVIRONMENT;WB_2670_JOBS;WB_2769_JOBS_STRATEGIES;WB_2788_LABOR_MARKET_INSTITUTIONS_AND_POLICIES;WB_2802_WORKING_CONDITIONS;WB_1467_EDUCATION_FOR_ALL;WB_470_EDUCATION;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;TAX_FNCACT_WORKERS;AFFECT;MANMADE_DISASTER_IMPLIED;WB_2433_CONFLICT_AND_VIOLENCE;WB_2465_REVOLUTIONARY_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2462_POLITICAL_VIOLENCE_AND_WAR;DISPLACED;CRISISLEX_CRISISLEXREC;	1#Japan#JA#JA#36#138#JA;4#Tokyo, Tokyo, Japan#JA#JA40#35.685#139.751#-246227;1#Netherlands#NL#NL#52.5#5.75#NL	onlinepermalink quoteive;onlinepermalink quotenobody;onlinepermalink quoteposted;onlinepermalink quotehibachisniper;hayao miyazaki;offlinepermalink quoteposted;offlinepermalink quotehmm;keisuke iwata	language support crunchyroll;tokyo digital hollywood university;tv tokyo;studio ghibli;japan animation creators association jani;dwango artificial intelligence laboratory;microsoft	0.165700082850042,3.14830157415079,2.98260149130075,6.13090306545153,25.2692626346313,0.994200497100249		crunchyroll.com	http://www.crunchyroll.com/forumtopic-982855/animators-replaced-by-automation
20170216	1		LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMANS;MEDIA_MSM;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;EPU_ECONOMY_HISTORIC;TAX_FNCACT_PRODUCER;TAX_FNCACT_PRINCE;TAX_FNCACT_SHAMAN;TAX_FNCACT_KING;TAX_WORLDMAMMALS_HUMAN;TAX_ETHNICITY;TAX_ETHNICITY_DUTCH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_DUTCH;TAX_FNCACT_PAINTER;TAX_ETHNICITY_JAPANESE;TAX_WORLDLANGUAGES_JAPANESE;WB_856_WAGES;WB_1654_ACTIVE_LABOR_MARKET_POLICIES;WB_855_LABOR_MARKETS;WB_697_SOCIAL_PROTECTION_AND_LABOR;UNSAFE_WORK_ENVIRONMENT;WB_2670_JOBS;WB_2769_JOBS_STRATEGIES;WB_2788_LABOR_MARKET_INSTITUTIONS_AND_POLICIES;WB_2802_WORKING_CONDITIONS;WB_1467_EDUCATION_FOR_ALL;WB_470_EDUCATION;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;TAX_FNCACT_WORKERS;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;	1#Japan#JA#JA#36#138#JA;4#Tokyo, Tokyo, Japan#JA#JA40#35.685#139.751#-246227;1#Netherlands#NL#NL#52.5#5.75#NL	jennifer sherman;hayao miyazaki;keisuke yamaguchi	tokyo digital hollywood university;tv tokyo;studio ghibli;japan animation creators association jani;dwango artificial intelligence laboratory;microsoft	0.642054574638844,3.04975922953451,2.40770465489567,5.45746388443018,26.1637239165329,0.642054574638844		animenewsnetwork.com	http://www.animenewsnetwork.com/interest/2017-02-16/at-x-president-ai-may-replace-humans-in-anime-production/.112255
20170216	1		SCIENCE;CRISISLEX_CRISISLEXREC;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;GEN_HOLIDAY;LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_ETHNICITY_DIME;EPU_POLICY;EPU_POLICY_WHITE_HOUSE;WB_1927_STRATEGIC_POLICY_PLANNING;WB_841_JUSTICE_SYSTEM_ADMINISTRATION;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;EPU_ECONOMY_HISTORIC;TAX_FNCACT_CHIEF;TAX_FNCACT_SCIENTIST;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;USPEC_POLICY1;EPU_POLICY_SPENDING;EPU_CATS_FISCAL_POLICY;SOC_POINTSOFINTEREST_UNIVERSITY;SOC_POINTSOFINTEREST_SCHOOLS;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLARS;TAX_ETHNICITY_QIANG;TAX_WORLDLANGUAGES_QIANG;WB_1606_SCHOLARSHIPS;WB_1608_CASH_TRANSFERS;WB_1466_SOCIAL_ASSISTANCE;WB_1603_FEE_WAIVERS;WB_697_SOCIAL_PROTECTION_AND_LABOR;TAX_FNCACT_STUDENTS;WB_1979_NATURAL_RESOURCE_MANAGEMENT;WB_435_AGRICULTURE_AND_FOOD_SECURITY;WB_1986_MOUNTAINS;MEDIA_SOCIAL;SOC_INNOVATION;TAX_ETHNICITY_ENGLISH;TAX_WORLDLANGUAGES_ENGLISH;TAX_ETHNICITY_AMERICAN;WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_590_ECOSYSTEMS;UNGP_FORESTS_RIVERS_OCEANS;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;TAX_FNCACT_MANAGERS;	1#United States#US#US#38#-97#US;3#White House, District Of Columbia, United States#US#USDC#38.8951#-77.0364#531871;1#China#CH#CH#35#105#CH;2#California, United States#US#USCA#36.17#-119.746#CA;1#Hong Kong#HK#HK#22.25#114.167#HK;4#Peking, Beijing, China#CH#CH22#39.9289#116.388#-1898541;4#Barcelona, Comunidad Autonoma De Cataluna, Spain#SP#SP56#41.3833#2.18333#-372490;3#San Francisco, California, United States#US#USCA#37.7749#-122.419#277593	states yang;subbarao kambhampati;qiang yang	google;white house;facebook;association of the advancement of artificial intelligence;hong kong university of science;microsoft	1.53846153846154,2.39316239316239,0.854700854700855,3.24786324786325,19.8290598290598,0.341880341880342	628104934,628104973,627940313,628105523,628105524,628105721,628105833,628105875,628105887,628105888,627994089,628107382,627995662,628107396,628059618,628107464	theatlantic.com	https://www.theatlantic.com/technology/archive/2017/02/china-artificial-intelligence/516615/
20170216	1			2#Florida, United States#US#USFL#27.8333#-81.717#FL;1#Thailand#TH#TH#15#100#TH;3#Tampa, Florida, United States#US#USFL#27.9475#-82.4584#292005	elon musk;stephen hawking;greg corrado;google deepmind;cindy krum;dave davies	google;entertainment research lab;georgia institute of technology;youtube;facebook;skynet;artificial intelligence lab;atari	0.443951165371809,2.95227524972253,2.50832408435072,5.46059933407325,25.1276359600444,1.08768035516093		searchenginejournal.com	https://www.searchenginejournal.com/search-ai-will-transform-landscape-seo/185531/
20170216	1			1#United States#US#US#38#-97#US;2#New York, United States#US#USNY#42.1497#-74.9384#NY;2#California, United States#US#USCA#36.17#-119.746#CA;3#Menlo Park, California, United States#US#USCA#37.4538#-122.182#1659108;3#Santa Clara Valley, California, United States#US#USCA#37.2488#-121.84#232544;3#Stanford Research Institute, California, United States#US#USCA#37.4566#-122.175#1669658	nils nilsson;jim jefferies;john markoff;brian a berg;matthew heverly;mars rover;peter hart	sri international shakey the robot;computer history museum in mountain view;computing sciences division;museum exponential center;history center;smithsonian;software history;college of arts;berg software design;foundation about;propulsion laboratory;savioke inc;stevens institute of technology;united states;stanford research institute artificial intelligence center;new york times;computer history museum	4.74683544303798,5.27426160337553,0.527426160337553,5.80168776371308,17.6160337552743,0.105485232067511		prnewswire.com	http://www.prnewswire.com/news-releases/sri-internationals-shakey-the-robot-to-be-honored-with-ieee-milestone-at-the-computer-history-museum-300408447.html
20170216	1		TAX_ETHNICITY;TAX_ETHNICITY_BLACK;MEDIA_MSM;TAX_ETHNICITY_POLE;TAX_FNCACT;TAX_FNCACT_LEADER;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_MASSACHUSETTS;TAX_DISEASE;TAX_DISEASE_STROKE;TAX_WORLDFISH;TAX_WORLDFISH_FISH;SCIENCE;MOVEMENT_GENERAL;WB_137_WATER;UNGP_FORESTS_RIVERS_OCEANS;	3#Boston, Massachusetts, United States#US#USMA#42.3584#-71.0598#617565;3#Westford, Massachusetts, United States#US#USMA#42.5793#-71.4378#611301;1#Chile#CI#CI#-30#-71#CI;4#Cambridge, Cambridgeshire, United Kingdom#UK#UKC3#52.2#0.116667#-2591658;2#Massachusetts, United States#US#USMA#42.2373#-71.5314#MA;2#Hawaii, United States#US#USHI#21.1098#-157.531#HI	sheperd doeleman;katie bouman	artificial intelligence laboratory;harvard-smithsonian center	-0.499001996007984,2.39520958083832,2.89421157684631,5.28942115768463,26.1477045908184,1.69660678642715		radionz.co.nz	http://www.radionz.co.nz/news/world/324722/first-picture-of-black-hole-imminent,-scientists-say
20170216	1		SCIENCE;CRISISLEX_CRISISLEXREC;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;GEN_HOLIDAY;LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_ETHNICITY_DIME;EPU_POLICY;EPU_POLICY_WHITE_HOUSE;WB_1927_STRATEGIC_POLICY_PLANNING;WB_841_JUSTICE_SYSTEM_ADMINISTRATION;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;EPU_ECONOMY_HISTORIC;TAX_FNCACT_CHIEF;TAX_FNCACT_SCIENTIST;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;USPEC_POLICY1;EPU_POLICY_SPENDING;EPU_CATS_FISCAL_POLICY;SOC_POINTSOFINTEREST_UNIVERSITY;SOC_POINTSOFINTEREST_SCHOOLS;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLARS;TAX_ETHNICITY_QIANG;TAX_WORLDLANGUAGES_QIANG;WB_1606_SCHOLARSHIPS;WB_1608_CASH_TRANSFERS;WB_1466_SOCIAL_ASSISTANCE;WB_1603_FEE_WAIVERS;WB_697_SOCIAL_PROTECTION_AND_LABOR;TAX_FNCACT_STUDENTS;WB_1979_NATURAL_RESOURCE_MANAGEMENT;WB_435_AGRICULTURE_AND_FOOD_SECURITY;WB_1986_MOUNTAINS;MEDIA_SOCIAL;SOC_INNOVATION;TAX_ETHNICITY_ENGLISH;TAX_WORLDLANGUAGES_ENGLISH;TAX_ETHNICITY_AMERICAN;WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_590_ECOSYSTEMS;UNGP_FORESTS_RIVERS_OCEANS;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;TAX_FNCACT_MANAGERS;	1#United States#US#US#38#-97#US;3#White House, District Of Columbia, United States#US#USDC#38.8951#-77.0364#531871;1#China#CH#CH#35#105#CH;2#California, United States#US#USCA#36.17#-119.746#CA;1#Hong Kong#HK#HK#22.25#114.167#HK;4#Peking, Beijing, China#CH#CH22#39.9289#116.388#-1898541;4#Barcelona, Comunidad Autonoma De Cataluna, Spain#SP#SP56#41.3833#2.18333#-372490;3#San Francisco, California, United States#US#USCA#37.7749#-122.419#277593	states yang;subbarao kambhampati;sarah zhang;qiang yang	google;white house;facebook;association of the advancement of artificial intelligence;hong kong university of science;microsoft	1.53846153846154,2.47863247863248,0.94017094017094,3.41880341880342,19.9145299145299,0.341880341880342	628104934,628104934,627940313,628105523,628270575,628270590,628105721,628105833,628105875,628270898,628105887,628272055,627994089,627995662,628059618,628107464	nextgov.com	http://www.nextgov.com/emerging-tech/2017/02/chinas-artificial-intelligence-boom/135492/
20170216	1		TAX_FNCACT;TAX_FNCACT_STUDENTS;EDUCATION;WB_470_EDUCATION;TAX_FNCACT_GUIDE;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_STUDENT;TAX_FNCACT_FOUNDER;TAX_FNCACT_CHILDREN;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOLS;TAX_FNCACT_TEACHER;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_PROGRAMMER;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;MOVEMENT_GENERAL;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;SOC_POINTSOFINTEREST_SCHOOL;SOC_POINTSOFINTEREST_UNIVERSITY;SCIENCE;EPU_ECONOMY_HISTORIC;WB_2408_FAB_LABS;WB_2399_ICT_INNOVATION_AND_TRANSFORMATION;WB_2401_ICT_INNOVATION_METHODOLOGIES;TAX_FNCACT_EDUCATORS;MEDIA_MSM;	2#New York, United States#US#USNY#42.1497#-74.9384#NY;3#Mccormick Place, Illinois, United States#US#USIL#41.8528#-87.6117#422962;2#Maine, United States#US#USME#44.6074#-69.3977#ME;3#University Of Chicago, Illinois, United States#US#USIL#41.7898#-87.5998#420158;3#Chicago, Illinois, United States#US#USIL#41.85#-87.6501#423587;3#Town Hall, New York, United States#US#USNY#40.7561#-73.9853#2083212	doug stith;patricia tsoiasue;laura allen;john dewey;sherry turkle;nicholas negroponte;seymour papert;astrid poot;mitchel resnick	museum of science;chicago public library maker lab;industry fab lab;maker movement;university of chicago;lab school;artificial intelligence lab;media lab	1.36054421768708,2.80612244897959,1.44557823129252,4.25170068027211,20.4931972789116,2.55102040816327	628245044,628245205,628245210,628245764,628245828,628245829,628245830,628246999,628247733,628247896,628247897,628247898	makezine.com	http://makezine.com/2017/02/16/education/
20170216	1			1#United States#US#US#38#-97#US;2#New York, United States#US#USNY#42.1497#-74.9384#NY;2#California, United States#US#USCA#36.17#-119.746#CA;3#Menlo Park, California, United States#US#USCA#37.4538#-122.182#1659108;3#Santa Clara Valley, California, United States#US#USCA#37.2488#-121.84#232544;3#Stanford Research Institute, California, United States#US#USCA#37.4566#-122.175#1669658	nils nilsson;jim jefferies;john markoff;brian a berg;matthew heverly;mars rover;peter hart	computer history museum in mountain view;computing sciences division;museum exponential center;history center;smithsonian;software history;college of arts;berg software design;propulsion laboratory;savioke inc;stevens institute of technology;united states;stanford research institute artificial intelligence center;computer history museum dedication;new york times;international shakey the robot;computer history museum	4.79102956167176,5.30071355759429,0.509683995922528,5.81039755351682,17.329255861366,0.101936799184506	627951529	marketwatch.com	http://www.marketwatch.com/story/sri-internationals-shakey-the-robot-to-be-honored-with-ieee-milestone-at-the-computer-history-museum-2017-02-16
20170216	1			1#United States#US#US#38#-97#US;2#New York, United States#US#USNY#42.1497#-74.9384#NY;2#California, United States#US#USCA#36.17#-119.746#CA;3#Menlo Park, California, United States#US#USCA#37.4538#-122.182#1659108;3#Santa Clara Valley, California, United States#US#USCA#37.2488#-121.84#232544;3#Stanford Research Institute, California, United States#US#USCA#37.4566#-122.175#1669658	nils nilsson;jim jefferies;john markoff;brian a berg;matthew heverly;mars rover;peter hart	computer history museum in mountain view;computing sciences division;museum exponential center;history center;smithsonian;software history;college of arts;berg software design;propulsion laboratory;savioke inc;stevens institute of technology;computer history museum copyright;united states;stanford research institute artificial intelligence center;new york times;international shakey the robot;computer history museum	4.70219435736677,5.22466039707419,0.522466039707419,5.74712643678161,17.6593521421108,0.104493207941484	627951529	itnewsonline.com	http://www.itnewsonline.com/prnewswire/SRI-Internationals-Shakey-the-Robot-to-be-Honored-with-IEEE-Milestone-at-the-Computer-History-Museum/475985
